Date, Race, Distance, Ascent, Venue, Country, Region, Distance (mil), Climb (m), Gmap, Web
Sun 3rd Sep 2017 at 11:00,Castle Carr,22.5km / 14m,1150m / 3773ft,Hare & Hounds Old Town Hebden Bridge HX7 8TN,England,South/West Pennines,14.0,1150,53.748387 -1.993899,http://fellrunner.org.uk/races.php?id=4845 
Tue 20th Jun 2017 at 19:30,Beacon Batch,8km / 5m,305m / 1001ft,Burrington Inn Burrington Bristol BS40 7AT,England,South West,5.0,305,Burrington Inn Burrington Bristol BS40 7AT,http://fellrunner.org.uk/races.php?id=4846 
Sun 2nd Jul 2017 at 14:30,Bampton Sports Day,8.8km / 5.5m,244m / 801ft,Bampton Village Hall Haweswater,England,Lake District,5.5,244,Bampton Village Hall Haweswater,http://fellrunner.org.uk/races.php?id=4847 
Sat 18th Nov 2017 at 10:30,Tour Of Pendle,27km / 16.8m,1473m / 4833ft,Barley Village Hall,England,South/West Pennines,16.8,1473,Barley Village Hall,http://fellrunner.org.uk/races.php?id=4848 
Sat 20th May 2017,Evening Mini Mm May,Unknown,Unknown,Peak District exact location tbc 1 month before event,England,Peak District,0.0,0,Peak District exact location tbc 1 month before event,http://fellrunner.org.uk/races.php?id=4849 
Sat 15th Jul 2017,Evening Mini Mm July,Unknown,Unknown,Peak District exact location tbc 1 month before event,England,Peak District,0.0,0,Peak District exact location tbc 1 month before event,http://fellrunner.org.uk/races.php?id=4850 
Sun 26th Nov 2017,Kong Mini Mm Round 4,Unknown,Unknown,Peak District exact location tbc 1 month before event,England,Peak District,0.0,0,Peak District exact location tbc 1 month before event,http://fellrunner.org.uk/races.php?id=4851 
Sun 27th Aug 2017,Kong Mini Mm Round 3,Unknown,Unknown,Lake District exact location tbc 1 month before event,England,Lake District,0.0,0,Lake District exact location tbc 1 month before event,http://fellrunner.org.uk/races.php?id=4852 
Sun 2nd Apr 2017,Kong Mini Mm Round 2,Unknown,Unknown,Lake District exact location tbc 1 month before event,England,Lake District,0.0,0,Lake District exact location tbc 1 month before event,http://fellrunner.org.uk/races.php?id=4853 
Sun 5th Feb 2017,Kong Mini Mm Round 1,Unknown,Unknown,Lake District exact location tbc 1 month before event,England,Lake District,0.0,0,Lake District exact location tbc 1 month before event,http://fellrunner.org.uk/races.php?id=4854 
Sat 16th Sep 2017 at 11:00,Three Shires,20km / 12.4m,1220m / 4003ft,Three Shires Inn Little Langdale Ambleside,England,Lake District,12.4,1220,Three Shires Inn Little Langdale Ambleside,http://fellrunner.org.uk/races.php?id=4855 
Sun 3rd Sep 2017 at 14:30,Loweswater Show,4.2km / 2.6m,305m / 1001ft,New House Farm Lorton Cockermouth,England,Lake District,2.6,305,New House Farm Lorton Cockermouth,http://fellrunner.org.uk/races.php?id=4856 
Tue 1st Aug 2017 at 19:30,Crow Hill Reverse,8km / 5m,305m / 1001ft,Dusty Miller Pub Burnley Rd Mytholmroyd HX7 5LH,England,South/West Pennines,5.0,305,Dusty Miller Pub Burnley Rd Mytholmroyd HX7 5LH,http://fellrunner.org.uk/races.php?id=4857 
Sat 8th Apr 2017 at 11:00,Coledale Horseshoe,13.7km / 8.5m,915m / 3002ft,Braithwaite Lodge,England,Lake District,8.5,915,54.597227 -3.190224,http://fellrunner.org.uk/races.php?id=4858 
Wed 19th Jul 2017 at 19:00,Blisco Dash,8km / 5m,650m / 2133ft,Old Dungeon Ghyll Hotel Great Langdale Ambleside,England,Lake District,5.0,650,Old Dungeon Ghyll Hotel Great Langdale Ambleside,http://fellrunner.org.uk/races.php?id=4859 
Sun 8th Oct 2017 at 11:30,Withins Skyline,12km / 7.5m,300m / 984ft,Penistone Hill Country Park Haworth Keighley,England,South/West Pennines,7.5,300,Penistone Hill Country Park Haworth Keighley,http://fellrunner.org.uk/races.php?id=4860 
Thu 10th Aug 2017 at 19:00,Kings Challenge,9.6km / 6m,360m / 1181ft,The Kings Arms Silsden BD20 0JY,England,York. Dales,6.0,360,53.914646 -1.937548,http://fellrunner.org.uk/races.php?id=4861 
Thu 3rd Aug 2017 at 19:15,Eshton Moor ( B O F R A ),8.3km / 5.2m,172m / 564ft,Old Hall Farm Gargrave BD20 3UT,England,York. Dales,5.2,172,Old Hall Farm Gargrave BD20 3UT,http://fellrunner.org.uk/races.php?id=4862 
Thu 27th Apr 2017 at 19:00,Dick Hudson's,11.2km / 7m,335m / 1099ft,Bottom of track up to White Wells Wells Road Ilkley LS29 9RF,England,York. Dales,7.0,335,53.919926 -1.823345,http://fellrunner.org.uk/races.php?id=4863 
Wed 7th Jun 2017 at 19:00,Blencathra,13km / 8.1m,825m / 2707ft,Fellgate Mungrisedale CA11 0XR,England,Lake District,8.1,825,54.662846 -2.989047,http://fellrunner.org.uk/races.php?id=4864 
Thu 22nd Jun 2017 at 19:15,Beamsley Beacon,8.8km / 5.5m,335m / 1099ft,The Crown Inn 136 Main Street Addingham LS29 0NS,England,York. Dales,5.5,335,53.944266 -1.884182,http://fellrunner.org.uk/races.php?id=4865 
Wed 28th Jun 2017 at 19:30,Cragg Vale,6.4km / 4m,244m / 801ft,Near Cragg Church,England,South/West Pennines,4.0,244,53.705244 -2.002993,http://fellrunner.org.uk/races.php?id=4866 
Sun 25th Jun 2017 at 11:00,Cronkley,16.9km / 10.5m,535m / 1755ft,Bowlees Visitor Centre Newbiggin Barnard Castle DL12 0XF,England,Northumberland / Durham,10.5,535,Bowlees Visitor Centre Newbiggin Barnard Castle DL12 0XF,http://fellrunner.org.uk/races.php?id=4867 
Sun 8th Jan 2017 at 13:00,Yha 'king Of The Castle',2.5km / 1.6m,200m / 656ft,YHA Borrowdale Rosthwaite CA12 5XE,England,Lake District,1.6,200,54.518489 -3.153944,http://fellrunner.org.uk/races.php?id=4868 
Wed 24th May 2017 at 19:00,Latterbarrow Loop,4.8km / 3m,250m / 820ft,Cold Fell Gate between Ennerdale and Calder Bridge,England,Lake District,3.0,250,54.493716 -3.451234,http://fellrunner.org.uk/races.php?id=4869 
Sun 24th Sep 2017 at 10:30,Lockton Limping,11.2km / 7m,330m / 1083ft,Lockton Village Hall Pickering N Yorks,England,North York Moors,7.0,330,Lockton Village Hall Pickering N Yorks,http://fellrunner.org.uk/races.php?id=4870 
Wed 14th Jun 2017 at 19:30,Brown Wardle (and A Bit Moor),5.3km / 3.3m,360m / 1181ft,Whitworth Scout Hut Longacres Lane Whitworth OL12 8JS,England,South/West Pennines,3.3,360,Whitworth Scout Hut Longacres Lane Whitworth OL12 8JS,http://fellrunner.org.uk/races.php?id=4871 
Fri 9th Jun 2017 at 19:30,Castleton,10.8km / 6.7m,458m / 1503ft,Castleton playing fields S33 8WB,England,Peak District,6.7,458,Castleton playing fields S33 8WB,http://fellrunner.org.uk/races.php?id=4872 
Fri 1st Sep 2017 at 18:30,Great Longstone,7.7km / 4.8m,290m / 951ft,Recreation Ground Great Longstone,England,Peak District,4.8,290,53.241067 -1.700279,http://fellrunner.org.uk/races.php?id=4873 
Sun 25th Jun 2017 at 14:30,Langley Fete,4.5km / 2.8m,198m / 650ft,Langley Village playing field,England,Peak District,2.8,198,53.242309 -2.088365,http://fellrunner.org.uk/races.php?id=4874 
Sun 10th Sep 2017 at 11:00,Whitfield Village Fair,7.6km / 4.7m,204m / 669ft,NY 77875715 NE47 8HB,England,Northumberland / Durham,4.7,204,NY 77875715 NE47 8HB,http://fellrunner.org.uk/races.php?id=4875 
Sun 6th Aug 2017 at 11:00,Round Hill,14.1km / 8.8m,335m / 1099ft,Timble village crossroads Otley,England,York. Dales,8.8,335,Timble village crossroads Otley,http://fellrunner.org.uk/races.php?id=4876 
Sat 26th Aug 2017 at 14:00,Pendleton,8km / 5m,457m / 1499ft,Village Hall Pendleton Clitheroe BB7 1PT,England,South/West Pennines,5.0,457,Village Hall Pendleton Clitheroe BB7 1PT,http://fellrunner.org.uk/races.php?id=4877 
Tue 9th May 2017 at 19:15,Mearley Clough,5.6km / 3.5m,380m / 1247ft,Calf's Head Worston Clitheroe,England,South/West Pennines,3.5,380,Calf's Head Worston Clitheroe,http://fellrunner.org.uk/races.php?id=4878 
Sat 8th Jul 2017 at 15:10,Addingham Gala,9.5km / 5.9m,300m / 984ft,Addingham Gala Field Ilkley LS29 0LZ,England,York. Dales,5.9,300,53.933478 -1.881166,http://fellrunner.org.uk/races.php?id=4879 
Sun 8th Jan 2017 at 10:30,Commondale Clart,8.3km / 5.2m,220m / 722ft,Cleveland Inn Commondale Guisborough,England,North York Moors,5.2,220,Cleveland Inn Commondale Guisborough,http://fellrunner.org.uk/races.php?id=4880 
Wed 19th Apr 2017 at 18:00,Todd Crag Juniors,Unknown,Unknown,Rothay Park Ambleside LA22 9DH,England,Lake District,0.0,0,Rothay Park Ambleside LA22 9DH,http://fellrunner.org.uk/races.php?id=4881 
Fri 19th May 2017 at 19:30,Hayfield May Queen,4.7km / 2.9m,200m / 656ft,Hayfield Scout Hut Swallowhouse Lane Hayfield  SK22 2HB,England,Peak District,2.9,200,Hayfield Scout Hut Swallowhouse Lane Hayfield  SK22 2HB,http://fellrunner.org.uk/races.php?id=4882 
Thu 22nd Jun 2017 at 19:15,Aggie's Staircase,6.4km / 4m,350m / 1148ft,Punstock Rd Darwen,England,South/West Pennines,4.0,350,Punstock Rd Darwen,http://fellrunner.org.uk/races.php?id=4883 
Sat 26th Aug 2017 at 15:00,Arnison Crag Horseshoe,5km / 3.1m,300m / 984ft,King George Playing Fields Patterdale,England,Lake District,3.1,300,King George Playing Fields Patterdale,http://fellrunner.org.uk/races.php?id=4884 
Sun 25th Jun 2017 at 14:00,Arnison Dash,2.4km / 1.5m,300m / 984ft,King George playing fields Patterdale,England,Lake District,1.5,300,King George playing fields Patterdale,http://fellrunner.org.uk/races.php?id=4885 
Tue 29th Aug 2017 at 18:30,Barrel Inn,10.4km / 6.5m,460m / 1509ft,Eyam Sports Pavilion Hawkhill Rd S32 5QP,England,Peak District,6.5,460,53.286850 -1.677459,http://fellrunner.org.uk/races.php?id=4886 
Sat 14th Jan 2017 at 12:30,Ashurst Beacon,9.5km / 5.9m,290m / 951ft,Prince William Inn Dalton Skelmersdale WN8 7RU,England,South/West Pennines,5.9,290,Prince William Inn Dalton Skelmersdale WN8 7RU,http://fellrunner.org.uk/races.php?id=4887 
Sun 9th Jul 2017 at 14:30,Broomhead Chase,5.6km / 3.5m,250m / 820ft,Broomhead Hall Farm,England,Peak District,3.5,250,54.360757 -1.626031,http://fellrunner.org.uk/races.php?id=4888 
Sun 31st Dec 2017 at 10:00,Bowstones,11km / 6.8m,325m / 1066ft,Boar's Head Shrigley Rd North Higher Poynton SK12 1TE,England,Peak District,6.8,325,53.346578 -2.087082,http://fellrunner.org.uk/races.php?id=4889 
Sun 19th Mar 2017 at 10:30,Blakey Blitz,17km / 10.6m,855m / 2805ft,Lion Inn Castleton Whitby,England,North York Moors,10.6,855,Lion Inn Castleton Whitby,http://fellrunner.org.uk/races.php?id=4890 
Sun 24th Sep 2017 at 11:00,Powis Arms Bury Ditches,9.3km / 5.8m,395m / 1296ft,Powis Arms Lydbury North Shropshire SY7 8AU,England,Shropshire/Welsh Borders,5.8,395,Powis Arms Lydbury North Shropshire SY7 8AU,http://fellrunner.org.uk/races.php?id=4891 
Tue 20th Jun 2017 at 19:30,Calton Crawl,8.5km / 5.3m,244m / 801ft,Calton Village Hall ST10 3JX,England,Peak District,5.3,244,53.048981 -1.846308,http://fellrunner.org.uk/races.php?id=4892 
Wed 17th May 2017 at 19:15,Caw,9.3km / 5.8m,550m / 1804ft,Near Blacksmiths Arms Broughton Mills Cumbria LA20 6AX,England,Lake District,5.8,550,Near Blacksmiths Arms Broughton Mills Cumbria LA20 6AX,http://fellrunner.org.uk/races.php?id=4893 
Sat 3rd Jun 2017 at 11:00,Duddon Valley,29km / 18m,1830m / 6004ft,Newfield Inn Seathwaite Duddon Valley Cumbria,England,Lake District,18.0,1830,Newfield Inn Seathwaite Duddon Valley Cumbria,http://fellrunner.org.uk/races.php?id=4894 
Sat 17th Jun 2017 at 14:30,Buckden Pike,6km / 3.7m,486m / 1594ft,Buckden Village Green BD23 5JA,England,York. Dales,3.7,486,54.191444 -2.090390,http://fellrunner.org.uk/races.php?id=4895 
Sun 10th Sep 2017 at 10:30,Yorkshireman Off Road Half Marathon,24km / 14.9m,650m / 2133ft,Haworth Primary School,England,South/West Pennines,14.9,650,Haworth Primary School,http://fellrunner.org.uk/races.php?id=4896 
Wed 27th Dec 2017 at 11:00,Guisborough Woods,8.8km / 5.5m,376m / 1234ft,Guisborough Rugby Club Guisborough N Yorks,England,North York Moors,5.5,376,Guisborough Rugby Club Guisborough N Yorks,http://fellrunner.org.uk/races.php?id=4897 
Wed 16th Aug 2017 at 19:15,Gribdale Gallop,11.6km / 7.2m,585m / 1919ft,Gribdale car park Gt Ayton N Yorks,England,North York Moors,7.2,585,Gribdale car park Gt Ayton N Yorks,http://fellrunner.org.uk/races.php?id=4898 
Sat 23rd Sep 2017 at 12:30,Great Whernside,6.5km / 4m,475m / 1558ft,Start field Scabbate Gate Kettlewell BD23 5RH,England,York. Dales,4.0,475,Start field Scabbate Gate Kettlewell BD23 5RH,http://fellrunner.org.uk/races.php?id=4899 
Sat 9th Sep 2017 at 14:30,Great Westmorland Trail,13km / 8.1m,400m / 1312ft,Crosby Garrett Village Hall Kirkby Stephen,England,North Pennines,8.1,400,Crosby Garrett Village Hall Kirkby Stephen,http://fellrunner.org.uk/races.php?id=4900 
Sun 23rd Apr 2017 at 10:30,Gisborough Moors,20km / 12.4m,850m / 2789ft,Guisborough Rugby Club,England,North York Moors,12.4,850,Guisborough Rugby Club,http://fellrunner.org.uk/races.php?id=4901 
Sat 19th Aug 2017,Gargrave Show,5.6km / 3.5m,274m / 899ft,Gargrave Showfield Eshton Road Gargrave BD23 3QE,England,South/West Pennines,3.5,274,Gargrave Showfield Eshton Road Gargrave BD23 3QE,http://fellrunner.org.uk/races.php?id=4902 
Wed 24th May 2017 at 19:15,Fo(e) Edge,6.6km / 4.1m,300m / 984ft,Cowpe Village Hall Waterfoot Rossendale BB4 7DP,England,South/West Pennines,4.1,300,Cowpe Village Hall Waterfoot Rossendale BB4 7DP,http://fellrunner.org.uk/races.php?id=4903 
Sun 3rd Sep 2017 at 10:30,Exterminator,25.7km / 16m,1290m / 4232ft,Cricket Inn Totley,England,Peak District,16.0,1290,Cricket Inn Totley,http://fellrunner.org.uk/races.php?id=4904 
Sun 2nd Apr 2017 at 10:00,Exe To Axe,32.4km / 20.1m,1219m / 3999ft,Foxes Hole Car Park Exmouth EX8 2AY,England,South West,20.1,1219,50.611324 -3.396330,http://fellrunner.org.uk/races.php?id=4905 
Sat 1st Jul 2017 at 10:30,Chevy Chase,32.2km / 20m,1219m / 3999ft,Wooler Youth Hostel,England,Northumberland / Durham,20.0,1219,Wooler Youth Hostel,http://fellrunner.org.uk/races.php?id=4906 
Wed 10th May 2017 at 19:00,Cautley Horseshoe,7.54km / 4.7m,805m / 2641ft,Cross Keys Inn Cautley A623,England,York. Dales,4.7,805,54.367622 -2.466322,http://fellrunner.org.uk/races.php?id=4907 
Sat 11th Feb 2017,Carnethy 5,10km / 6.2m,760m / 2493ft,Silverburn Penicuik Edinburgh,Scotland,Scotland,6.2,760,Silverburn Penicuik Edinburgh,http://fellrunner.org.uk/races.php?id=4908 
Mon 27th Mar 2017 at 18:45,Trunce 1,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4909 
Mon 10th Apr 2017 at 18:45,Trunce 2,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4910 
Mon 8th May 2017 at 18:45,Trunce 3,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4911 
Mon 22nd May 2017 at 18:45,Trunce 4,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4912 
Mon 12th Jun 2017 at 18:45,Trunce 5,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4913 
Sat 29th Apr 2017 at 11:00,The Cake Race,16km / 9.9m,518m / 1699ft,Kiln Green Church Diggle Saddleworth,England,South/West Pennines,9.9,518,Kiln Green Church Diggle Saddleworth,http://fellrunner.org.uk/races.php?id=4914 
Sat 24th Jun 2017 at 11:00,Darren Holloway Memorial Race ( Buttermere Horseshoe ),35.5km / 22.1m,2515m / 8251ft,Loweswater Village Hall,England,Lake District,22.1,2515,54.577774 -3.331994,http://fellrunner.org.uk/races.php?id=4915 
Sat 24th Jun 2017 at 11:00,Darren Holloway Memorial Race Short,20.8km / 12.9m,1518m / 4980ft,Loweswater Village Hall,England,Lake District,12.9,1518,54.577774 -3.331994,http://fellrunner.org.uk/races.php?id=4916 
Sat 19th Aug 2017 at 16:30,Burnsall Classic,2.4km / 1.5m,274m / 899ft,Burnsall Skipton BD23 6BU,England,York. Dales,1.5,274,Burnsall Skipton BD23 6BU,http://fellrunner.org.uk/races.php?id=4917 
Sun 24th Sep 2017 at 11:00,Bovey Beauty,16km / 9.9m,560m / 1837ft,Woodland Trust car park Bovey Valley Woods by Drakeford Bridge,England,South West,9.9,560,50.608001 -3.712815,http://fellrunner.org.uk/races.php?id=4918 
Sat 28th Jan 2017 at 12:00,Blakes Heaven,8km / 5m,503m / 1650ft,The Green Lamplugh West Cumbria,England,Lake District,5.0,503,The Green Lamplugh West Cumbria,http://fellrunner.org.uk/races.php?id=4919 
Wed 12th Jul 2017 at 19:30,Black Rocks,9km / 5.6m,250m / 820ft,Matlock Rugby Club Cromford Meadows Matlock,England,Peak District,5.6,250,53.108447 -1.547339,http://fellrunner.org.uk/races.php?id=4920 
Sat 29th Jul 2017 at 15:30,Beetham Sports,9.3km / 5.8m,283m / 928ft,Beetham Sports Field Beetham Milnthorpe Cumbria,England,Lake District,5.8,283,Beetham Sports Field Beetham Milnthorpe Cumbria,http://fellrunner.org.uk/races.php?id=4921 
Sat 22nd Apr 2017 at 11:30,Anniversary Waltz,18.5km / 11.5m,1100m / 3609ft,Stair Village Hall Newlands CA12 5UF,England,Lake District,11.5,1100,Stair Village Hall Newlands CA12 5UF,http://fellrunner.org.uk/races.php?id=4922 
Sun 15th Oct 2017 at 11:00,Allenheads Natural Ability,9.5km / 5.9m,350m / 1148ft,Allenheads NE47 9HN,England,Northumberland / Durham,5.9,350,Allenheads NE47 9HN,http://fellrunner.org.uk/races.php?id=4923 
Sat 22nd Apr 2017 at 10:30,Teenager With Altitude,24.7km / 15.3m,2300m / 7546ft,Stair Village Hall Newlands valley CA12 5UF,England,Lake District,15.3,2300,54.580171 -3.188179,http://fellrunner.org.uk/races.php?id=4924 
Sat 20th May 2017,Slieve Donard,10km / 6.2m,850m / 2789ft,,Northern Ireland,Northern Ireland,6.2,850,,http://fellrunner.org.uk/races.php?id=4925 
Sun 9th Jul 2017,Pen Y Fan,5.8km / 3.6m,588m / 1929ft,Cwm Llwch car park Brecon SO 006 245,Wales,Wales,3.6,588,51.910140 -3.446432,http://fellrunner.org.uk/races.php?id=4926 
Sat 8th Jul 2017,Fan Y Big Horseshoe,16.5km / 10.3m,670m / 2198ft,Village Hall Llanfrynach Brecon 075257,Wales,Wales,10.3,670,Village Hall Llanfrynach Brecon 075257,http://fellrunner.org.uk/races.php?id=4927 
Tue 18th Apr 2017 at 19:15,Mynydd Mawr,6.7km / 4.2m,450m / 1476ft,Y Fron Community Centre Y Fron Caernarfon,Wales,Wales,4.2,450,53.069530 -4.229823,http://fellrunner.org.uk/races.php?id=4928 
Sat 2nd Sep 2017,Morrone Hill Race - Braemar Gathering,4.8km / 3m,368m / 1207ft,Braemar Gathering Arena,Scotland,Scotland,3.0,368,Braemar Gathering Arena,http://fellrunner.org.uk/races.php?id=4929 
Sat 29th Apr 2017,Moel Wnion,7.5km / 4.7m,540m / 1772ft,Ysgol Llanllechid  621676,Wales,Wales,4.7,540,Ysgol Llanllechid  621676,http://fellrunner.org.uk/races.php?id=4930 
Tue 28th Mar 2017 at 19:00,Moel Tryfan,4.5km / 2.8m,160m / 525ft,Y Fron Community Centre Y Fron Caernarfon,Wales,Wales,2.8,160,Y Fron Community Centre Y Fron Caernarfon,http://fellrunner.org.uk/races.php?id=4931 
Sat 25th Mar 2017,Llanbedr To Blaenafon,26km / 16.2m,1372m / 4501ft,Llanbedr village 240203,Wales,Wales,16.2,1372,Llanbedr village 240203,http://fellrunner.org.uk/races.php?id=4932 
Tue 4th Apr 2017 at 19:15,Aber Dash,7.8km / 4.8m,350m / 1148ft,Aber Falls car park,Wales,Wales,4.8,350,Aber Falls car park,http://fellrunner.org.uk/races.php?id=4933 
Sun 19th Mar 2017 at 11:00,Wolf's Pit,9km / 5.6m,450m / 1476ft,Shatton Bamford Hope Valley,England,Peak District,5.6,450,Shatton Bamford Hope Valley,http://fellrunner.org.uk/races.php?id=4934 
Tue 11th Jul 2017 at 19:15,Tom's Bransdale Race,12km / 7.5m,400m / 1312ft,Bransdale Mill Bransdale N Yorks,England,North York Moors,7.5,400,54.372857 -1.047134,http://fellrunner.org.uk/races.php?id=4935 
Sun 29th Jan 2017 at 11:00,Tigger Tor,15.5km / 9.6m,514m / 1686ft,Sheffield Tigers RUFC S17 3AB,England,Peak District,9.6,514,Sheffield Tigers RUFC S17 3AB,http://fellrunner.org.uk/races.php?id=4936 
Sat 30th Sep 2017 at 11:00,Thieveley Pike,7km / 4.3m,400m / 1312ft,St John's Church Hall Holme Chapel-in-Cliviger Burnley BB10 4SU,England,South/West Pennines,4.3,400,53.752727 -2.191047,http://fellrunner.org.uk/races.php?id=4937 
Sun 18th Jun 2017 at 10:30,Settle Hills,11.3km / 7m,400m / 1312ft,North Ribblesdale RUFC Settle BD24 9QH,England,York. Dales,7.0,400,54.065332 -2.278048,http://fellrunner.org.uk/races.php?id=4938 
Wed 30th Aug 2017 at 19:00,Roseberry Topping,2.3km / 1.4m,217m / 712ft,Newton under Roseberry Car Park Great Ayton,England,North York Moors,1.4,217,Newton under Roseberry Car Park Great Ayton,http://fellrunner.org.uk/races.php?id=4939 
Tue 23rd May 2017 at 19:00,Roseberry Romp,8.2km / 5.1m,320m / 1050ft,Public Car Park Newton under Roseberry TS9 6QR,England,North York Moors,5.1,320,54.507330 -1.121231,http://fellrunner.org.uk/races.php?id=4940 
Tue 18th Jul 2017 at 19:30,Roof Of England - Chapel Fell Top,7km / 4.3m,400m / 1312ft,Chatterbox Cafe 11 Market Place St John's Chapel DL13 1QF,England,Northumberland / Durham,4.3,400,54.718874 -2.180053,http://fellrunner.org.uk/races.php?id=4941 
Thu 10th Aug 2017 at 19:00,Ricky's Race,7.3km / 4.5m,240m / 787ft,Three Stags Heads Darley Bridge Matlock,England,Peak District,4.5,240,53.153578 -1.599203,http://fellrunner.org.uk/races.php?id=4942 
Mon 3rd Jul 2017 at 18:45,Trunce 6,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4943 
Tue 8th Aug 2017 at 19:15,Ravenscar Rumble,7.5km / 4.7m,240m / 787ft,Ravenscar Visitor Centre YO13 0NE,England,North York Moors,4.7,240,54.400457 -0.491936,http://fellrunner.org.uk/races.php?id=4944 
Mon 24th Jul 2017 at 18:45,Trunce 7,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4945 
Mon 14th Aug 2017 at 18:45,Trunce 8,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4946 
Mon 4th Sep 2017 at 18:45,Trunce 9,6.4km / 4m,170m / 558ft,Oxspring Playing Field Oxspring Sheffield,England,Peak District,4.0,170,53.506807 -1.591361,http://fellrunner.org.uk/races.php?id=4947 
Mon 29th May 2017 at 11:30,Ilkley Trail,11.1km / 6.9m,220m / 722ft,Ilkley Pool Denton Rd Ilkley LS29 0BZ,England,York. Dales,6.9,220,Ilkley Pool Denton Rd Ilkley LS29 0BZ,http://fellrunner.org.uk/races.php?id=4948 
Sun 26th Feb 2017 at 11:30,Ilkley Moor,8km / 5m,401m / 1316ft,Wells Rd Ilkley LS29 9RF,England,York. Dales,5.0,401,Wells Rd Ilkley LS29 9RF,http://fellrunner.org.uk/races.php?id=4950 
Wed 21st Jun 2017 at 19:15,Humbleton Fell,8.5km / 5.3m,240m / 787ft,Shaftoe Trust Primary School Haydon Bridge NE47 6BN,England,Northumberland / Durham,5.3,240,54.971273 -2.246791,http://fellrunner.org.uk/races.php?id=4951 
Sun 28th May 2017 at 12:00,Helvellyn And The Dodds,24km / 14.9m,1337m / 4386ft,Threlkeld Cricket Club off westbound side of A66,England,Lake District,14.9,1337,Threlkeld Cricket Club off westbound side of A66,http://fellrunner.org.uk/races.php?id=4952 
Sun 5th Mar 2017 at 11:00,Hope Winter,9.5km / 5.9m,451m / 1480ft,Hope Sportsfield Castleton Rd Hope S33 6RD,England,Peak District,5.9,451,53.348148 -1.750602,http://fellrunner.org.uk/races.php?id=4953 
Wed 24th May 2017 at 19:30,Harrock Hill 1,8.4km / 5.2m,275m / 902ft,800m from Farmers Arms Bispham Green Parbold L40 3SL,England,South/West Pennines,5.2,275,800m from Farmers Arms Bispham Green Parbold L40 3SL,http://fellrunner.org.uk/races.php?id=4954 
Wed 28th Jun 2017 at 19:30,Harrock Hill 2,8.4km / 5.2m,275m / 902ft,800m from Farmers Arms Bispham Green Parbold L40 3SL,England,South/West Pennines,5.2,275,800m from Farmers Arms Bispham Green Parbold L40 3SL,http://fellrunner.org.uk/races.php?id=4955 
Tue 11th Apr 2017 at 19:15,Foel Lus,5.1km / 3.2m,273m / 896ft,Capelulo village centre,Wales,Wales,3.2,273,Capelulo village centre,http://fellrunner.org.uk/races.php?id=4956 
Wed 26th Jul 2017 at 19:30,Harrock Hill 3,8.4km / 5.2m,275m / 902ft,800m from the Farmers Arms Bispham Green Parbold L40 3SL,England,South/West Pennines,5.2,275,800m from the Farmers Arms Bispham Green Parbold L40 3SL,http://fellrunner.org.uk/races.php?id=4957 
Wed 23rd Aug 2017 at 19:00,Harrock Hill 4,8.4km / 5.2m,275m / 902ft,800m from Farmers Arms Bispham Green Parbold L40 3SL,England,South/West Pennines,5.2,275,800m from Farmers Arms Bispham Green Parbold L40 3SL,http://fellrunner.org.uk/races.php?id=4958 
Sun 4th Jun 2017 at 11:00,Callow,8km / 5m,760m / 2493ft,Ragleth Inn  SY6 6RE,England,Shropshire/Welsh Borders,5.0,760,Ragleth Inn  SY6 6RE,http://fellrunner.org.uk/races.php?id=4959 
Sun 1st Jan 2017 at 11:00,Captain Cook's Races,8km / 5m,318m / 1043ft,Royal Oak Hotel Great Ayton N Yorks,England,North York Moors,5.0,318,Royal Oak Hotel Great Ayton N Yorks,http://fellrunner.org.uk/races.php?id=4960 
Wed 28th Jun 2017 at 19:30,Hope Wakes,9.5km / 5.9m,451m / 1480ft,Hope Sportsfield Castleton Rd Hope S33 6RD,England,Peak District,5.9,451,53.349053 -1.753601,http://fellrunner.org.uk/races.php?id=4961 
